Order_ID,City,Order_Date,Time_Ordered,Delivery_Time_Minutes,Delivery_Person_Age,Order_Value,review_text
ORD898696,Houston,2023-10-04,19:30:00,10,32,106.29,Amazing and speedy delivery!
ORD116078,Chicago,2023-10-16,15:42:00,18,26,93.42,Amazing and speedy delivery!
ORD829417,Miami,2023-10-23,07:07:00,21,39,96.43,Amazing and speedy delivery!
ORD780233,San Francisco,2023-10-18,19:48:00,23,35,52.76,"Super fast, piping hot!"
ORD941814,Chicago,2023-10-24,03:10:00,46,42,47.86,"Terrible cold food, completely unacceptable."
ORD332022,New York,2023-10-03,13:57:00,28,35,73.1,"Average experience, nothing special."
ORD537862,Houston,2023-10-28,01:56:00,27,55,102.5,"Average experience, nothing special."
ORD818113,San Francisco,2023-10-24,05:23:00,39,50,116.48,Missing an item but otherwise fine.
ORD583214,Chicago,2023-10-30,16:55:00,43,53,66.27,"Average experience, nothing special."
ORD161585,New York,2023-10-26,04:10:00,53,23,114.24,Restaurant ignored my instructions.
ORD532424,Seattle,2023-10-03,17:00:00,43,28,15.96,Food was cold but driver was nice.
ORD163386,Seattle,2023-10-24,12:24:00,46,58,110.84,Restaurant ignored my instructions.
,Miami,2023-10-23,16:53:00,14,36,71.25,Amazing and speedy delivery!
,Boston,2023-10-14,13:09:00,26,30,26.24,Driver was polite and food was hot.
ORD352674,San Francisco,2023-10-05,21:13:00,36,44,23.3,Missing an item but otherwise fine.
ORD355021,Chicago,2023-10-19,23:30:00,47,38,86.82,Restaurant ignored my instructions.
ORD999908,Houston,2023-10-05,04:04:00,27,43,73.03,Driver was polite and food was hot.
ORD836986,New York,2023-10-04,01:18:00,26,50,103.76,"Average experience, nothing special."
ORD693343,New York,2023-10-30,20:25:00,70,33,37.2,Restaurant ignored my instructions.
ORD148823,Seattle,2023-10-27,07:05:00,24,36,109.43,Amazing and speedy delivery!
ORD288066,Miami,2023-10-27,03:31:00,41,28,93.99,"Average experience, nothing special."
ORD413814,Miami,2023-10-19,15:03:00,24,34,74.5,Amazing and speedy delivery!
ORD666820,Boston,2023-10-19,05:04:00,17,24,67.58,Amazing and speedy delivery!
,Chicago,2023-10-17,05:47:00,51,23,50.76,"Terrible cold food, completely unacceptable."
ORD515973,Boston,2023-10-29,10:31:00,43,47,66.51,Missing an item but otherwise fine.
ORD493663,Chicago,2023-10-17,16:39:00,27,56,84.37,Driver was polite and food was hot.
ORD409727,San Francisco,2023-10-05,09:37:00,37,28,54.9,Food was cold but driver was nice.
ORD508548,San Francisco,2023-10-30,08:24:00,10,25,24.61,"Super fast, piping hot!"
ORD898329,Houston,2023-10-15,12:43:00,29,47,73.48,"Average experience, nothing special."
ORD127537,San Francisco,2023-10-24,19:44:00,37,54,24.77,Food was cold but driver was nice.
ORD503951,Seattle,2023-10-28,17:14:00,45,54,110.05,Food was cold but driver was nice.
ORD277820,Chicago,2023-10-12,13:09:00,31,27,43.24,Driver was polite and food was hot.
ORD166340,Houston,2023-10-13,17:11:00,35,23,52.92,Missing an item but otherwise fine.
ORD619886,Houston,2023-10-12,17:21:00,40,25,29.23,"Average experience, nothing special."
ORD448354,Houston,2023-10-01,19:24:00,37,40,60.21,Missing an item but otherwise fine.
ORD242736,San Francisco,2023-10-31,03:07:00,17,57,114.46,"Super fast, piping hot!"
ORD286266,Seattle,2023-10-10,15:24:00,68,59,66.56,"Terrible cold food, completely unacceptable."
ORD441716,San Francisco,2023-10-27,17:01:00,21,44,53.33,"Super fast, piping hot!"
ORD672133,Seattle,2023-10-27,03:53:00,40,48,114.01,Food was cold but driver was nice.
ORD405482,New York,2023-10-11,01:00:00,53,45,85.66,Restaurant ignored my instructions.
ORD353777,Boston,2023-10-07,20:02:00,29,43,22.77,Driver was polite and food was hot.
ORD520274,Miami,2023-10-28,17:07:00,38,21,98.03,Driver was polite and food was hot.
ORD951755,New York,2023-10-17,20:43:00,10,34,84.05,Amazing and speedy delivery!
ORD742439,Miami,2023-10-17,15:46:00,25,60,86.13,Food was cold but driver was nice.
ORD447704,New York,2023-10-19,16:30:00,45,35,38.31,Food was cold but driver was nice.
ORD821068,Houston,2023-10-25,02:40:00,26,42,56.07,"Average experience, nothing special."
ORD258067,San Francisco,2023-10-28,06:54:00,28,45,111.66,Food was cold but driver was nice.
,San Francisco,2023-10-05,09:47:00,32,38,51.02,"Average experience, nothing special."
ORD465219,Houston,2023-10-10,21:58:00,14,39,22.05,Driver was polite and food was hot.
ORD220675,Boston,2023-10-03,12:49:00,32,40,83.04,Food was cold but driver was nice.
ORD876459,San Francisco,2023-10-08,23:32:00,30,54,59.77,"Average experience, nothing special."
ORD524723,Chicago,2023-10-22,12:42:00,39,59,84.02,"Average experience, nothing special."
,Houston,2023-10-19,12:05:00,22,43,15.47,Driver was polite and food was hot.
ORD888870,Boston,2023-10-11,06:37:00,23,23,75.62,Driver was polite and food was hot.
ORD441819,Miami,2023-10-25,22:26:00,32,59,47.91,Driver was polite and food was hot.
ORD715519,San Francisco,2023-10-19,04:30:00,36,41,103.78,Food was cold but driver was nice.
ORD806309,Seattle,2023-10-29,14:20:00,26,27,47.88,Food was cold but driver was nice.
ORD291936,Seattle,2023-10-12,08:36:00,17,28,68.64,"Super fast, piping hot!"
ORD702727,Miami,2023-10-20,12:50:00,22,60,112.72,Driver was polite and food was hot.
ORD613426,Chicago,2023-10-09,09:14:00,36,30,48.03,Missing an item but otherwise fine.
ORD476479,Boston,2023-10-22,00:37:00,46,43,116.2,Very late and spilled.
ORD529008,Houston,2023-10-24,12:05:00,24,45,89.56,Driver was polite and food was hot.
ORD186686,San Francisco,2023-10-21,16:49:00,10,21,43.86,Amazing and speedy delivery!
ORD918665,Miami,2023-10-25,23:13:00,19,50,72.72,"Super fast, piping hot!"
ORD380901,Miami,2023-10-06,15:40:00,34,21,94.8,Missing an item but otherwise fine.
ORD545807,Seattle,2023-10-21,14:06:00,10,60,93.89,Amazing and speedy delivery!
ORD133796,Houston,2023-10-15,01:11:00,16,26,96.44,Amazing and speedy delivery!
ORD873443,Boston,2023-10-12,06:49:00,34,58,81.44,Missing an item but otherwise fine.
ORD922974,Miami,2023-10-09,01:18:00,32,41,70.89,Food was cold but driver was nice.
ORD439375,San Francisco,2023-10-28,15:56:00,39,55,43.07,Missing an item but otherwise fine.
ORD812296,New York,2023-10-24,21:53:00,33,36,106.04,Driver was polite and food was hot.
ORD239136,Chicago,2023-10-07,06:36:00,22,39,101.99,Amazing and speedy delivery!
ORD705474,Houston,2023-10-19,08:57:00,15,23,81.53,"Super fast, piping hot!"
ORD886224,Seattle,2023-10-05,17:42:00,14,42,62.74,"Super fast, piping hot!"
ORD102593,Seattle,2023-10-23,17:05:00,49,48,81.66,Very late and spilled.
ORD934328,Houston,2023-10-17,19:17:00,10,32,116.65,Driver was polite and food was hot.
ORD438548,Miami,2023-10-11,03:24:00,36,50,97.77,"Average experience, nothing special."
,Boston,2023-10-03,16:53:00,17,48,16.71,Driver was polite and food was hot.
ORD100708,Seattle,2023-10-08,16:34:00,45,38,31.69,"Average experience, nothing special."
,San Francisco,2023-10-13,23:19:00,29,24,54.04,Missing an item but otherwise fine.
ORD515594,Houston,2023-10-31,00:48:00,12,60,24.58,Amazing and speedy delivery!
,New York,2023-10-05,19:58:00,12,27,77.34,"Super fast, piping hot!"
ORD109738,Boston,2023-10-25,03:23:00,43,46,87.87,Food was cold but driver was nice.
,New York,2023-10-23,05:47:00,30,25,25.84,Driver was polite and food was hot.
ORD243790,Seattle,2023-10-18,05:29:00,10,28,22.18,Amazing and speedy delivery!
,Chicago,2023-10-27,03:16:00,48,47,51.87,Restaurant ignored my instructions.
ORD258727,Boston,2023-10-11,04:43:00,48,32,24.1,"Terrible cold food, completely unacceptable."
,Miami,2023-10-06,01:45:00,19,43,51.91,Amazing and speedy delivery!
ORD246622,Miami,2023-10-21,01:01:00,30,57,78.0,"Average experience, nothing special."
ORD824016,Boston,2023-10-29,03:40:00,51,38,36.57,Very late and spilled.
ORD884170,Houston,2023-10-29,02:56:00,13,43,26.84,Amazing and speedy delivery!
ORD174461,San Francisco,2023-10-24,05:41:00,43,39,28.86,Food was cold but driver was nice.
ORD672896,New York,2023-10-27,08:50:00,19,56,22.09,Amazing and speedy delivery!
ORD163406,Miami,2023-10-13,10:23:00,10,37,81.0,"Super fast, piping hot!"
ORD544150,San Francisco,2023-10-24,07:17:00,28,24,47.54,"Average experience, nothing special."
ORD947312,Miami,2023-10-24,18:29:00,24,39,56.03,Amazing and speedy delivery!
ORD781406,Seattle,2023-10-30,08:50:00,27,34,21.08,Driver was polite and food was hot.
ORD221620,Miami,2023-10-05,10:11:00,24,57,20.78,"Super fast, piping hot!"
ORD225245,Chicago,2023-10-31,10:47:00,38,50,115.07,Food was cold but driver was nice.
ORD962460,Chicago,2023-10-25,07:16:00,30,42,28.33,Missing an item but otherwise fine.
ORD223791,San Francisco,2023-10-13,17:34:00,30,52,21.71,Driver was polite and food was hot.
ORD620248,Miami,2023-10-27,17:52:00,26,42,20.82,Driver was polite and food was hot.
ORD264951,Chicago,2023-10-27,07:12:00,29,51,15.27,Food was cold but driver was nice.
ORD594681,Houston,2023-10-02,01:26:00,36,28,33.79,Missing an item but otherwise fine.
ORD848705,Chicago,2023-10-03,02:38:00,29,45,111.16,Missing an item but otherwise fine.
ORD181670,San Francisco,2023-10-16,01:28:00,14,26,67.71,Driver was polite and food was hot.
ORD943409,New York,2023-10-03,21:32:00,25,48,105.93,Driver was polite and food was hot.
ORD679958,New York,2023-10-15,15:22:00,29,42,36.07,Driver was polite and food was hot.
ORD875501,Houston,2023-10-27,03:50:00,17,31,91.91,Driver was polite and food was hot.
ORD357034,New York,2023-10-26,09:00:00,18,45,17.51,Amazing and speedy delivery!
ORD980357,New York,2023-10-26,03:31:00,29,43,104.15,Missing an item but otherwise fine.
,Houston,2023-10-15,11:54:00,28,50,115.92,"Average experience, nothing special."
ORD197545,Seattle,2023-10-07,23:31:00,40,42,63.14,Driver was polite and food was hot.
ORD629979,Seattle,2023-10-05,08:45:00,32,44,22.86,"Average experience, nothing special."
,San Francisco,2023-10-27,08:13:00,25,39,112.23,Missing an item but otherwise fine.
ORD871073,San Francisco,2023-10-19,09:13:00,23,47,43.56,"Super fast, piping hot!"
ORD242723,New York,2023-10-04,21:35:00,33,29,62.2,"Average experience, nothing special."
ORD661957,Boston,2023-10-15,19:01:00,10,32,62.45,"Super fast, piping hot!"
ORD225738,Boston,2023-10-22,14:06:00,52,57,19.23,"Terrible cold food, completely unacceptable."
,San Francisco,2023-10-16,10:03:00,44,44,68.91,"Average experience, nothing special."
ORD282313,Miami,2023-10-15,02:25:00,44,54,41.23,Driver was polite and food was hot.
,New York,2023-10-22,12:41:00,32,19,21.48,"Average experience, nothing special."
,Miami,2023-10-11,14:48:00,36,56,42.18,Food was cold but driver was nice.
,Chicago,2023-10-04,21:55:00,17,60,61.56,Amazing and speedy delivery!
,New York,2023-10-07,08:41:00,45,48,20.32,Food was cold but driver was nice.
ORD859620,Houston,2023-10-27,14:51:00,10,20,55.19,"Super fast, piping hot!"
ORD325146,Chicago,2023-10-20,22:02:00,40,21,79.48,Driver was polite and food was hot.
ORD409440,Houston,2023-10-29,13:55:00,23,54,65.3,"Super fast, piping hot!"
ORD243902,Chicago,2023-10-05,11:49:00,11,59,119.38,Driver was polite and food was hot.
ORD501078,Houston,2023-10-26,05:50:00,40,53,97.05,Missing an item but otherwise fine.
ORD626797,San Francisco,2023-10-17,03:47:00,24,57,38.0,Amazing and speedy delivery!
,Miami,2023-10-14,06:52:00,40,41,95.52,Driver was polite and food was hot.
ORD204998,Boston,2023-10-12,02:15:00,30,33,75.45,Food was cold but driver was nice.
ORD979988,Chicago,2023-10-19,04:16:00,41,34,77.21,"Average experience, nothing special."
ORD129576,Miami,2023-10-17,19:54:00,25,31,102.85,"Average experience, nothing special."
ORD284084,New York,2023-10-23,21:39:00,16,24,20.9,"Super fast, piping hot!"
ORD652021,Chicago,2023-10-28,21:11:00,16,27,50.78,Driver was polite and food was hot.
ORD985296,New York,2023-10-09,13:51:00,31,20,30.51,Missing an item but otherwise fine.
ORD987599,San Francisco,2023-10-07,22:44:00,15,44,76.53,Amazing and speedy delivery!
ORD243079,Seattle,2023-10-16,19:37:00,27,46,98.14,"Average experience, nothing special."
ORD282664,Boston,2023-10-23,16:10:00,24,41,38.44,Driver was polite and food was hot.
ORD496764,Seattle,2023-10-28,07:18:00,11,37,28.37,"Super fast, piping hot!"
ORD700660,New York,2023-10-01,13:58:00,10,30,78.25,Driver was polite and food was hot.
ORD693022,Houston,2023-10-29,07:48:00,60,28,49.77,Very late and spilled.
ORD435039,Boston,2023-10-05,01:00:00,45,59,91.58,Food was cold but driver was nice.
ORD378095,Chicago,2023-10-16,18:44:00,57,23,51.8,Very late and spilled.
ORD150486,Houston,2023-10-06,10:01:00,11,50,107.59,Amazing and speedy delivery!
ORD206355,Boston,2023-10-17,11:39:00,46,55,83.35,"Terrible cold food, completely unacceptable."
ORD177289,San Francisco,2023-10-11,18:24:00,31,35,114.92,Food was cold but driver was nice.
ORD493696,Seattle,2023-10-04,21:03:00,26,23,72.44,"Average experience, nothing special."
ORD743453,Seattle,2023-10-05,17:42:00,48,29,78.77,"Terrible cold food, completely unacceptable."
ORD206176,Chicago,2023-10-21,06:16:00,15,31,57.97,"Super fast, piping hot!"
ORD865433,Chicago,2023-10-26,17:15:00,10,25,20.21,"Super fast, piping hot!"
ORD614796,New York,2023-10-27,12:32:00,24,42,15.4,Amazing and speedy delivery!
ORD794178,New York,2023-10-05,11:43:00,17,32,32.94,Amazing and speedy delivery!
ORD596574,San Francisco,2023-10-14,18:45:00,17,44,64.45,Amazing and speedy delivery!
,San Francisco,2023-10-13,13:28:00,20,30,61.81,"Super fast, piping hot!"
ORD376195,Boston,2023-10-13,11:36:00,27,36,74.25,"Average experience, nothing special."
ORD799891,Houston,2023-10-08,09:05:00,48,56,38.89,Restaurant ignored my instructions.
ORD958160,Miami,2023-10-04,06:37:00,42,49,75.14,Driver was polite and food was hot.
ORD182790,Miami,2023-10-12,05:24:00,10,55,109.55,Amazing and speedy delivery!
ORD750403,New York,2023-10-27,12:13:00,48,47,33.15,Very late and spilled.
ORD947732,Seattle,2023-10-09,02:36:00,31,46,36.2,Food was cold but driver was nice.
,San Francisco,2023-10-30,01:06:00,34,23,24.14,Missing an item but otherwise fine.
ORD441968,Boston,2023-10-26,19:42:00,41,58,76.7,Food was cold but driver was nice.
,Chicago,2023-10-20,14:19:00,15,55,76.73,Amazing and speedy delivery!
ORD690016,Houston,2023-10-06,01:27:00,34,35,55.22,Missing an item but otherwise fine.
ORD596025,Chicago,2023-10-23,14:24:00,10,36,57.31,Amazing and speedy delivery!
ORD827356,Seattle,2023-10-29,15:18:00,17,34,20.18,"Super fast, piping hot!"
ORD490532,San Francisco,2023-10-23,03:04:00,38,38,47.65,Food was cold but driver was nice.
ORD818119,San Francisco,2023-10-23,20:59:00,54,47,96.27,Very late and spilled.
ORD537017,Seattle,2023-10-16,02:29:00,47,24,34.73,Restaurant ignored my instructions.
ORD526949,Boston,2023-10-11,02:54:00,28,22,69.1,Missing an item but otherwise fine.
,Miami,2023-10-08,17:39:00,10,44,29.24,Driver was polite and food was hot.
ORD130354,Boston,2023-10-25,08:40:00,44,22,41.2,"Average experience, nothing special."
,Seattle,2023-10-22,06:34:00,57,31,43.77,"Terrible cold food, completely unacceptable."
ORD766275,San Francisco,2023-10-22,15:04:00,50,50,77.37,Very late and spilled.
ORD597635,Miami,2023-10-09,13:59:00,19,41,51.15,Driver was polite and food was hot.
ORD822312,Chicago,2023-10-13,06:32:00,32,55,96.88,Food was cold but driver was nice.
ORD778827,Seattle,2023-10-11,06:06:00,31,32,43.25,"Average experience, nothing special."
ORD918207,Chicago,2023-10-20,03:18:00,52,60,33.19,"Terrible cold food, completely unacceptable."
ORD737894,Seattle,2023-10-01,21:15:00,25,60,43.91,Missing an item but otherwise fine.
ORD581294,Miami,2023-10-18,15:13:00,29,25,15.77,Driver was polite and food was hot.
ORD722615,San Francisco,2023-10-18,12:46:00,46,38,86.86,Restaurant ignored my instructions.
,San Francisco,2023-10-23,10:12:00,51,60,89.66,"Terrible cold food, completely unacceptable."
ORD257212,New York,2023-10-31,03:35:00,28,57,57.43,"Average experience, nothing special."
ORD856320,San Francisco,2023-10-16,01:05:00,47,45,57.48,"Terrible cold food, completely unacceptable."
ORD699829,San Francisco,2023-10-03,02:35:00,32,33,87.06,"Average experience, nothing special."
ORD804505,Boston,2023-10-30,13:13:00,22,54,34.02,Amazing and speedy delivery!
ORD876909,Seattle,2023-10-05,22:37:00,39,54,95.11,Missing an item but otherwise fine.
ORD451936,Seattle,2023-10-09,19:58:00,23,38,59.15,Amazing and speedy delivery!
ORD714015,Houston,2023-10-16,13:54:00,21,26,64.41,"Super fast, piping hot!"
ORD750803,New York,2023-10-30,08:56:00,58,43,70.63,Restaurant ignored my instructions.
,Chicago,2023-10-20,07:14:00,43,31,50.98,"Average experience, nothing special."
ORD579798,Boston,2023-10-27,09:57:00,48,24,66.2,Very late and spilled.
ORD428638,New York,2023-10-30,05:16:00,53,19,62.47,Restaurant ignored my instructions.
ORD276795,Chicago,2023-10-11,00:43:00,22,58,60.54,Amazing and speedy delivery!
ORD600590,New York,2023-10-21,01:02:00,25,21,71.05,Driver was polite and food was hot.
ORD437864,Seattle,2023-10-18,11:32:00,30,19,80.8,Food was cold but driver was nice.
ORD461076,Chicago,2023-10-12,19:47:00,11,25,55.27,"Super fast, piping hot!"
ORD168458,Houston,2023-10-28,07:00:00,35,52,77.62,Missing an item but otherwise fine.
ORD820141,San Francisco,2023-10-16,21:01:00,18,50,52.72,Amazing and speedy delivery!
ORD951452,Chicago,2023-10-10,01:49:00,21,32,92.08,Driver was polite and food was hot.
ORD229144,Seattle,2023-10-28,08:07:00,36,60,98.17,Missing an item but otherwise fine.
ORD368214,Seattle,2023-10-18,13:49:00,32,25,83.62,Food was cold but driver was nice.
,Houston,2023-10-02,09:34:00,10,47,54.93,Amazing and speedy delivery!
ORD835962,San Francisco,2023-10-26,09:47:00,43,45,84.47,Food was cold but driver was nice.
ORD735053,Chicago,2023-10-25,04:19:00,48,45,102.22,Restaurant ignored my instructions.
ORD747703,Houston,2023-10-06,06:36:00,35,31,78.95,Food was cold but driver was nice.
ORD311469,Seattle,2023-10-13,11:16:00,34,45,46.01,Missing an item but otherwise fine.
ORD317782,New York,2023-10-03,07:03:00,23,19,85.52,Amazing and speedy delivery!
ORD801520,Chicago,2023-10-06,12:38:00,14,24,96.85,"Super fast, piping hot!"
ORD206210,San Francisco,2023-10-04,21:59:00,47,35,63.75,"Terrible cold food, completely unacceptable."
ORD141360,San Francisco,2023-10-06,01:02:00,17,39,59.73,"Super fast, piping hot!"
,Seattle,2023-10-06,18:36:00,30,60,32.9,"Average experience, nothing special."
ORD752011,Seattle,2023-10-17,18:31:00,25,24,54.13,Missing an item but otherwise fine.
ORD520245,Seattle,2023-10-17,02:21:00,16,49,98.99,"Super fast, piping hot!"
ORD274880,Chicago,2023-10-31,00:43:00,39,22,118.06,Food was cold but driver was nice.
,Chicago,2023-10-08,18:07:00,44,58,54.87,Driver was polite and food was hot.
ORD817712,Chicago,2023-10-17,19:42:00,20,49,111.64,Driver was polite and food was hot.
ORD562094,New York,2023-10-06,15:22:00,41,52,95.59,Missing an item but otherwise fine.
ORD334865,Miami,2023-10-27,17:52:00,33,52,87.27,Missing an item but otherwise fine.
,Seattle,2023-10-29,15:17:00,24,60,55.41,"Super fast, piping hot!"
ORD742686,New York,2023-10-26,21:52:00,20,60,113.11,Amazing and speedy delivery!
ORD993251,San Francisco,2023-10-24,12:13:00,20,34,49.74,"Super fast, piping hot!"
,Miami,2023-10-14,03:50:00,30,60,54.76,"Average experience, nothing special."
,Boston,2023-10-12,04:41:00,11,50,61.94,Amazing and speedy delivery!
ORD881439,New York,2023-10-06,21:40:00,36,44,58.3,Food was cold but driver was nice.
ORD966028,Seattle,2023-10-26,20:33:00,47,38,108.46,Restaurant ignored my instructions.
ORD804091,San Francisco,2023-10-27,02:14:00,41,42,101.66,Driver was polite and food was hot.
ORD448098,Seattle,2023-10-11,15:30:00,10,42,90.17,"Super fast, piping hot!"
,Chicago,2023-10-06,16:33:00,22,19,50.84,Driver was polite and food was hot.
ORD406166,New York,2023-10-30,08:08:00,16,29,66.7,Amazing and speedy delivery!
,Chicago,2023-10-20,02:59:00,25,26,112.67,"Average experience, nothing special."
ORD964607,Boston,2023-10-19,09:09:00,34,45,19.88,Food was cold but driver was nice.
ORD717413,Boston,2023-10-30,07:41:00,10,47,63.03,Amazing and speedy delivery!
ORD241176,Miami,2023-10-28,07:42:00,31,46,103.08,Food was cold but driver was nice.
ORD919023,Seattle,2023-10-23,11:30:00,29,56,33.23,"Average experience, nothing special."
,Miami,2023-10-07,08:14:00,18,43,58.96,"Super fast, piping hot!"
ORD899407,San Francisco,2023-10-29,05:12:00,12,44,116.18,Amazing and speedy delivery!
ORD239850,Boston,2023-10-14,21:19:00,43,54,105.37,Missing an item but otherwise fine.
ORD310647,Miami,2023-10-26,16:40:00,45,37,87.09,"Average experience, nothing special."
ORD781664,Seattle,2023-10-07,12:55:00,39,26,94.88,Missing an item but otherwise fine.
ORD698357,Seattle,2023-10-27,02:10:00,28,53,45.02,Driver was polite and food was hot.
ORD648122,Seattle,2023-10-20,17:22:00,41,22,35.99,Food was cold but driver was nice.
ORD816586,Chicago,2023-10-08,19:48:00,39,22,87.51,Missing an item but otherwise fine.
ORD667460,Miami,2023-10-14,22:23:00,56,54,105.81,Very late and spilled.
ORD349136,Seattle,2023-10-30,22:50:00,35,22,112.28,Missing an item but otherwise fine.
ORD926394,New York,2023-10-19,03:19:00,42,35,36.32,Food was cold but driver was nice.
ORD764575,Boston,2023-10-21,15:57:00,28,56,72.39,Missing an item but otherwise fine.
ORD860127,Seattle,2023-10-28,23:04:00,42,23,34.63,"Average experience, nothing special."
ORD225151,New York,2023-10-09,09:50:00,27,46,44.31,Driver was polite and food was hot.
,Houston,2023-10-13,12:38:00,20,28,19.19,"Super fast, piping hot!"
ORD911242,Miami,2023-10-16,04:24:00,24,38,66.51,Driver was polite and food was hot.
ORD176421,Chicago,2023-10-27,13:31:00,32,52,22.16,"Average experience, nothing special."
ORD669460,Houston,2023-10-24,11:45:00,17,24,51.69,Driver was polite and food was hot.
ORD447148,Miami,2023-10-11,05:03:00,23,49,119.65,Driver was polite and food was hot.
,Houston,2023-10-31,01:13:00,38,34,109.97,Missing an item but otherwise fine.
ORD355671,Houston,2023-10-29,10:20:00,51,26,55.52,"Terrible cold food, completely unacceptable."
ORD125905,Boston,2023-10-26,02:05:00,24,42,69.0,Driver was polite and food was hot.
ORD145981,Miami,2023-10-24,15:41:00,23,24,114.56,"Super fast, piping hot!"
ORD910883,Miami,2023-10-09,02:51:00,50,19,80.83,Restaurant ignored my instructions.
ORD911159,Chicago,2023-10-11,02:14:00,35,53,102.02,Food was cold but driver was nice.
ORD175623,Seattle,2023-10-21,07:24:00,52,28,17.49,Restaurant ignored my instructions.
,Miami,2023-10-16,14:20:00,38,23,75.37,Missing an item but otherwise fine.
ORD527433,Houston,2023-10-11,20:39:00,34,59,57.47,Driver was polite and food was hot.
,Seattle,2023-10-15,21:36:00,21,58,21.64,Driver was polite and food was hot.
,San Francisco,2023-10-28,03:39:00,13,51,26.14,Amazing and speedy delivery!
ORD395192,Boston,2023-10-15,05:10:00,31,20,64.77,Driver was polite and food was hot.
ORD883028,Boston,2023-10-25,18:42:00,13,53,45.97,"Super fast, piping hot!"
,Seattle,2023-10-30,08:33:00,15,42,115.53,Driver was polite and food was hot.
ORD682032,New York,2023-10-02,00:11:00,10,21,15.53,Amazing and speedy delivery!
ORD674122,Chicago,2023-10-28,15:43:00,42,45,110.09,Missing an item but otherwise fine.
,Chicago,2023-10-24,19:51:00,25,58,102.65,"Average experience, nothing special."
,Boston,2023-10-10,08:16:00,20,54,63.43,Amazing and speedy delivery!
,New York,2023-10-26,12:23:00,12,35,25.31,Driver was polite and food was hot.
ORD446922,New York,2023-10-27,22:10:00,16,37,80.05,Amazing and speedy delivery!
ORD572536,Miami,2023-10-10,07:22:00,47,38,87.81,"Terrible cold food, completely unacceptable."
ORD482199,New York,2023-10-08,10:28:00,43,39,40.85,"Average experience, nothing special."
ORD771967,San Francisco,2023-10-11,13:58:00,10,42,29.1,"Super fast, piping hot!"
ORD585331,Miami,2023-10-16,14:10:00,10,25,33.46,"Super fast, piping hot!"
,Boston,2023-10-29,02:36:00,38,27,108.59,Missing an item but otherwise fine.
ORD757057,Boston,2023-10-10,10:34:00,35,51,81.32,Food was cold but driver was nice.
ORD906564,New York,2023-10-27,23:35:00,32,54,42.36,"Average experience, nothing special."
ORD912853,Chicago,2023-10-26,01:29:00,38,48,67.62,Missing an item but otherwise fine.
ORD626560,Seattle,2023-10-05,14:55:00,42,34,104.04,Food was cold but driver was nice.
ORD893988,Miami,2023-10-29,10:42:00,13,55,84.24,Amazing and speedy delivery!
ORD606990,New York,2023-10-08,03:42:00,28,33,94.95,Missing an item but otherwise fine.
,Miami,2023-10-12,01:08:00,26,42,55.75,"Average experience, nothing special."
ORD141843,New York,2023-10-22,04:36:00,33,52,81.52,Missing an item but otherwise fine.
ORD376106,Seattle,2023-10-13,22:44:00,12,43,53.36,"Super fast, piping hot!"
ORD181618,San Francisco,2023-10-31,05:38:00,20,43,117.13,Driver was polite and food was hot.
ORD470040,Miami,2023-10-11,15:28:00,35,19,67.69,Driver was polite and food was hot.
ORD341162,Miami,2023-10-07,19:48:00,17,60,44.48,Amazing and speedy delivery!
ORD479818,Chicago,2023-10-08,08:07:00,10,45,100.17,Driver was polite and food was hot.
ORD602073,Chicago,2023-10-06,15:48:00,13,56,31.93,"Super fast, piping hot!"
,Chicago,2023-10-20,04:49:00,48,59,68.83,Very late and spilled.
,San Francisco,2023-10-27,13:05:00,35,30,69.25,"Average experience, nothing special."
ORD690982,Seattle,2023-10-19,22:52:00,10,37,114.46,Driver was polite and food was hot.
ORD594312,Chicago,2023-10-11,08:35:00,10,33,102.19,"Super fast, piping hot!"
,Seattle,2023-10-28,20:17:00,10,51,42.77,Driver was polite and food was hot.
ORD725510,New York,2023-10-17,02:18:00,17,33,54.71,Driver was polite and food was hot.
,Boston,2023-10-07,12:25:00,38,28,78.58,Driver was polite and food was hot.
ORD744610,New York,2023-10-09,13:48:00,58,53,67.85,Restaurant ignored my instructions.
,Boston,2023-10-06,20:22:00,12,19,109.18,Driver was polite and food was hot.
ORD541119,Boston,2023-10-31,01:09:00,10,21,88.25,"Super fast, piping hot!"
ORD941272,Miami,2023-10-21,00:33:00,10,55,25.26,"Super fast, piping hot!"
ORD903061,Boston,2023-10-07,14:15:00,32,24,44.74,"Average experience, nothing special."
ORD298202,Miami,2023-10-26,05:54:00,54,52,27.37,Very late and spilled.
ORD315397,Houston,2023-10-01,19:52:00,30,42,26.19,Missing an item but otherwise fine.
ORD365953,Miami,2023-10-20,21:24:00,28,36,119.14,Missing an item but otherwise fine.
ORD533301,Boston,2023-10-19,14:08:00,48,54,65.66,Restaurant ignored my instructions.
ORD607259,Boston,2023-10-18,08:23:00,29,44,92.26,Missing an item but otherwise fine.
ORD568288,New York,2023-10-06,22:05:00,42,32,68.38,"Average experience, nothing special."
ORD743852,Houston,2023-10-16,21:40:00,22,59,15.56,Amazing and speedy delivery!
ORD594580,Houston,2023-10-05,15:30:00,10,24,21.73,Driver was polite and food was hot.
ORD738613,Miami,2023-10-11,14:14:00,44,60,69.71,Driver was polite and food was hot.
,Seattle,2023-10-28,16:36:00,33,50,61.09,"Average experience, nothing special."
